n,hr_com_size,lr_com_size,lr_prop_per_com,degree_dist,deg_dist_param,com_dist_param,max_vaccine_threshold,vacc_strategy,seed,end,peak,peak_hr,peak_lr,dead,dead_hr,dead_lr,rec,rec_hr,rec_lr,vacc,vacc_hr,vacc_lr,imu,imu_hr,imu_lr,never_v,never_v_hr,never_v_lr
750,0.1,0.4,0.025,power_law,2.0,20,0.8,1,2,119,0.2826666666666667,0.15866666666666668,0.14,0.029333333333333333,0.024,0.005333333333333333,0.5773333333333334,0.30266666666666664,0.27466666666666667,0.364,0.23466666666666666,0.12933333333333333,0.9413333333333334,0.5373333333333333,0.404,0.029333333333333333,0.021333333333333333,0.008
750,0.1,0.4,0.025,power_law,2.0,20,0.8,2,0,153,0.18666666666666668,0.08933333333333333,0.1,0.02666666666666667,0.02266666666666667,0.004,0.42533333333333334,0.188,0.23733333333333334,0.48933333333333334,0.328,0.16133333333333333,0.9146666666666667,0.516,0.39866666666666667,0.058666666666666666,0.042666666666666665,0.016
750,0.1,0.4,0.025,power_law,2.0,20,0.8,2,1,135,0.22266666666666668,0.104,0.12,0.016,0.016,0.0,0.528,0.25466666666666665,0.2733333333333333,0.42133333333333334,0.2853333333333333,0.136,0.9493333333333334,0.54,0.4093333333333333,0.034666666666666665,0.028,0.006666666666666667
750,0.1,0.4,0.025,power_law,2.0,20,0.8,2,2,127,0.20266666666666666,0.112,0.11066666666666666,0.02666666666666667,0.02266666666666667,0.004,0.524,0.256,0.268,0.4106666666666667,0.2733333333333333,0.13733333333333334,0.9346666666666668,0.5293333333333333,0.4053333333333333,0.03866666666666667,0.030666666666666665,0.008
750,0.1,0.4,0.025,power_law,2.0,20,0.8,3,0,158,0.12133333333333333,0.056,0.07733333333333334,0.024,0.02,0.004,0.42933333333333334,0.164,0.2653333333333333,0.5,0.364,0.136,0.9293333333333333,0.528,0.4013333333333333,0.04666666666666667,0.03333333333333333,0.013333333333333334
750,0.1,0.4,0.025,power_law,2.0,20,0.8,3,1,153,0.13466666666666666,0.092,0.052,0.02,0.017333333333333333,0.0026666666666666666,0.38666666666666666,0.21333333333333335,0.17333333333333334,0.5226666666666666,0.2986666666666667,0.224,0.9093333333333333,0.512,0.3973333333333333,0.07066666666666667,0.05466666666666667,0.016
750,0.1,0.4,0.025,power_law,2.0,20,0.8,3,2,145,0.12133333333333333,0.07466666666666667,0.05333333333333334,0.02266666666666667,0.018666666666666668,0.004,0.42133333333333334,0.22533333333333333,0.196,0.488,0.2866666666666667,0.20133333333333334,0.9093333333333333,0.512,0.3973333333333333,0.068,0.052,0.016
750,0.1,0.4,0.025,power_law,2.0,20,0.8,4,0,46,0.0013333333333333333,0.0013333333333333333,0.0,0.0,0.0,0.0,0.005333333333333333,0.004,0.0013333333333333333,0.7733333333333333,0.4493333333333333,0.324,0.7786666666666666,0.4533333333333333,0.32533333333333336,0.22133333333333333,0.128,0.09333333333333334
750,0.1,0.4,0.025,power_law,2.0,20,0.8,4,1,130,0.312,0.14933333333333335,0.17466666666666666,0.017333333333333333,0.013333333333333334,0.004,0.5933333333333334,0.224,0.36933333333333335,0.344,0.31066666666666665,0.03333333333333333,0.9373333333333334,0.5346666666666666,0.4026666666666667,0.04533333333333334,0.036,0.009333333333333334
750,0.1,0.4,0.025,power_law,2.0,20,0.8,4,2,112,0.31333333333333335,0.14666666666666667,0.17066666666666666,0.02,0.016,0.004,0.6093333333333333,0.24266666666666667,0.36666666666666664,0.3373333333333333,0.296,0.04133333333333333,0.9466666666666665,0.5386666666666666,0.408,0.03333333333333333,0.028,0.005333333333333333
750,0.1,0.4,0.025,power_law,2.0,20,0.8,5,0,147,0.21066666666666667,0.068,0.15066666666666667,0.010666666666666666,0.008,0.0026666666666666666,0.4186666666666667,0.11733333333333333,0.30133333333333334,0.52,0.41733333333333333,0.10266666666666667,0.9386666666666668,0.5346666666666666,0.404,0.050666666666666665,0.03866666666666667,0.012
750,0.1,0.4,0.025,power_law,2.0,20,0.8,5,1,117,0.24533333333333332,0.15333333333333332,0.108,0.02266666666666667,0.02,0.0026666666666666666,0.5426666666666666,0.33066666666666666,0.212,0.384,0.19733333333333333,0.18666666666666668,0.9266666666666666,0.528,0.39866666666666667,0.050666666666666665,0.036,0.014666666666666666
750,0.1,0.4,0.025,power_law,2.0,20,0.8,5,2,153,0.11866666666666667,0.07733333333333334,0.05333333333333334,0.016,0.016,0.0,0.384,0.19866666666666666,0.18533333333333332,0.5293333333333333,0.32266666666666666,0.20666666666666667,0.9133333333333333,0.5213333333333333,0.392,0.07066666666666667,0.04533333333333334,0.025333333333333333
750,0.1,0.4,0.025,power_law,2.0,20,0.8,6,0,159,0.12933333333333333,0.11333333333333333,0.034666666666666665,0.036,0.032,0.004,0.356,0.2786666666666667,0.07733333333333334,0.54,0.236,0.304,0.896,0.5146666666666666,0.3813333333333333,0.068,0.034666666666666665,0.03333333333333333
750,0.1,0.4,0.025,power_law,2.0,20,0.8,6,1,130,0.21333333333333335,0.18933333333333333,0.04533333333333334,0.02666666666666667,0.025333333333333333,0.0013333333333333333,0.5333333333333333,0.4053333333333333,0.128,0.396,0.13333333333333333,0.26266666666666666,0.9293333333333333,0.5386666666666666,0.39066666666666666,0.044,0.02,0.024
750,0.1,0.4,0.025,power_law,2.0,20,0.8,6,2,116,0.2653333333333333,0.22666666666666666,0.050666666666666665,0.032,0.032,0.0,0.548,0.42,0.128,0.3893333333333333,0.11066666666666666,0.2786666666666667,0.9373333333333334,0.5306666666666666,0.4066666666666667,0.030666666666666665,0.02,0.010666666666666666
750,0.1,0.4,0.025,power_law,2.0,40,0.5,0,0,136,0.416,0.232,0.188,0.06266666666666666,0.05733333333333333,0.005333333333333333,0.876,0.492,0.384,0.0,0.0,0.0,0.876,0.492,0.384,0.06133333333333333,0.032,0.029333333333333333
750,0.1,0.4,0.025,power_law,2.0,40,0.5,0,1,128,0.45066666666666666,0.2786666666666667,0.19333333333333333,0.037333333333333336,0.034666666666666665,0.0026666666666666666,0.8986666666666666,0.5066666666666667,0.392,0.0,0.0,0.0,0.8986666666666666,0.5066666666666667,0.392,0.064,0.042666666666666665,0.021333333333333333
750,0.1,0.4,0.025,power_law,2.0,40,0.5,0,2,128,0.43466666666666665,0.3,0.196,0.044,0.03866666666666667,0.005333333333333333,0.8906666666666667,0.5053333333333333,0.38533333333333336,0.0,0.0,0.0,0.8906666666666667,0.5053333333333333,0.38533333333333336,0.06533333333333333,0.03866666666666667,0.02666666666666667
750,0.1,0.4,0.025,power_law,2.0,40,0.5,1,0,132,0.22666666666666666,0.14533333333333334,0.08533333333333333,0.037333333333333336,0.034666666666666665,0.0026666666666666666,0.5373333333333333,0.2986666666666667,0.23866666666666667,0.3426666666666667,0.19333333333333333,0.14933333333333335,0.88,0.492,0.388,0.08266666666666667,0.05466666666666667,0.028
750,0.1,0.4,0.025,power_law,2.0,40,0.5,1,1,158,0.176,0.11066666666666666,0.08,0.024,0.021333333333333333,0.0026666666666666666,0.4693333333333333,0.26666666666666666,0.20266666666666666,0.364,0.20533333333333334,0.15866666666666668,0.8333333333333333,0.472,0.36133333333333334,0.14266666666666666,0.09066666666666667,0.052
750,0.1,0.4,0.025,power_law,2.0,40,0.5,1,2,156,0.228,0.136,0.13733333333333334,0.021333333333333333,0.017333333333333333,0.004,0.548,0.2733333333333333,0.27466666666666667,0.324,0.20666666666666667,0.11733333333333333,0.8720000000000001,0.48,0.392,0.10666666666666667,0.08533333333333333,0.021333333333333333
750,0.1,0.4,0.025,power_law,2.0,40,0.5,2,0,171,0.22133333333333333,0.11066666666666666,0.116,0.030666666666666665,0.025333333333333333,0.005333333333333333,0.4786666666666667,0.22266666666666668,0.256,0.368,0.24533333333333332,0.12266666666666666,0.8466666666666667,0.46799999999999997,0.37866666666666665,0.12266666666666666,0.088,0.034666666666666665
750,0.1,0.4,0.025,power_law,2.0,40,0.5,2,1,146,0.276,0.156,0.13866666666666666,0.025333333333333333,0.02266666666666667,0.0026666666666666666,0.5866666666666667,0.30133333333333334,0.2853333333333333,0.304,0.20266666666666666,0.10133333333333333,0.8906666666666667,0.504,0.38666666666666666,0.084,0.05733333333333333,0.02666666666666667
750,0.1,0.4,0.025,power_law,2.0,40,0.5,2,2,128,0.25066666666666665,0.14533333333333334,0.132,0.02266666666666667,0.02,0.0026666666666666666,0.5693333333333334,0.2773333333333333,0.292,0.3293333333333333,0.22533333333333333,0.104,0.8986666666666667,0.5026666666666666,0.39599999999999996,0.07866666666666666,0.06,0.018666666666666668
750,0.1,0.4,0.025,power_law,2.0,40,0.5,3,0,127,0.21733333333333332,0.116,0.128,0.03333333333333333,0.029333333333333333,0.004,0.5293333333333333,0.236,0.29333333333333333,0.336,0.23733333333333334,0.09866666666666667,0.8653333333333333,0.47333333333333333,0.392,0.10133333333333333,0.07866666666666666,0.02266666666666667
750,0.1,0.4,0.025,power_law,2.0,40,0.5,3,1,146,0.19466666666666665,0.11866666666666667,0.07866666666666666,0.018666666666666668,0.017333333333333333,0.0013333333333333333,0.5333333333333333,0.332,0.20133333333333334,0.3466666666666667,0.168,0.17866666666666667,0.88,0.5,0.38,0.10133333333333333,0.06666666666666667,0.034666666666666665
750,0.1,0.4,0.025,power_law,2.0,40,0.5,3,2,156,0.14133333333333334,0.08933333333333333,0.056,0.02266666666666667,0.018666666666666668,0.004,0.4706666666666667,0.276,0.19466666666666665,0.364,0.192,0.172,0.8346666666666667,0.468,0.36666666666666664,0.14266666666666666,0.096,0.04666666666666667
750,0.1,0.4,0.025,power_law,2.0,40,0.5,4,0,126,0.33466666666666667,0.14666666666666667,0.19066666666666668,0.030666666666666665,0.028,0.0026666666666666666,0.604,0.24533333333333332,0.3586666666666667,0.29333333333333333,0.24533333333333332,0.048,0.8973333333333333,0.49066666666666664,0.4066666666666667,0.072,0.06266666666666666,0.009333333333333334
750,0.1,0.4,0.025,power_law,2.0,40,0.5,4,1,136,0.30666666666666664,0.14533333333333334,0.188,0.02266666666666667,0.018666666666666668,0.004,0.6266666666666667,0.2653333333333333,0.36133333333333334,0.27466666666666667,0.23733333333333334,0.037333333333333336,0.9013333333333333,0.5026666666666666,0.39866666666666667,0.076,0.06266666666666666,0.013333333333333334
